name,calories,protein,fat,carbohydrate,goal
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, top loin steak, short loin",138,22.93,5.15,0.0,Muscle Gain
"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",187,29.51,6.72,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",174,20.64,9.51,0.0,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",157,20.64,7.68,0.0,Muscle Gain
"Lamb, raw, separable lean and fat, boneless, rolled, netted shoulder, imported, New Zealand",252,16.9,20.36,0.2,Muscle Gain
"School Lunch, frozen, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese, pizza",238,12.14,8.19,28.84,Maintain
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",162,21.44,8.5,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",246,19.56,18.0,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",263,19.09,20.13,0.0,Muscle Gain
"Pork, unheated, separable lean only, boneless, spiral slice, ham with natural juices, cured",109,19.25,3.26,1.22,Muscle Gain
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, clod roast, chuck",196,27.3,8.76,0.0,Muscle Gain
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic",269,24.91,18.05,0.0,Muscle Gain
"Lamb, roasted, choice, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic",267,22.93,18.75,0.0,Muscle Gain
"Beverages, powder, with low-calorie sweeteners, reduced calorie, chocolate, Dairy drink mix",329,25.0,2.6,51.4,Muscle Gain
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, sirloin half, leg, domestic",272,16.94,22.11,0.0,Muscle Gain
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, loin, frozen, imported, New Zealand",273,17.18,22.1,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",223,18.86,16.35,0.0,Muscle Gain
"Pork, pan-broil, heated, separable lean only, boneless, slice, ham and water product, cured",123,15.09,5.06,4.69,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",143,21.78,6.16,0.0,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",135,22.16,5.1,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",124,22.6,3.0,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, roast, bottom round, round",128,22.19,4.31,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",166,22.06,7.93,0.0,Muscle Gain
"Beef, pan-fried, cooked, choice, trimmed to 1/8"" fat, separable lean only, top round, round",228,33.93,8.33,2.03,Muscle Gain
"Cereals, without salt, stove-top, cooked with water, 2 1/2 minute cook time, CREAM OF WHEAT",56,1.44,0.2,11.74,Weight Loss
"Beef, raw, select, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",133,22.03,4.99,0.05,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",151,21.55,7.24,0.0,Muscle Gain
"Infant formula, not reconstituted, liquid concentrate, with iron, SIMILAC, ABBOTT NUTRITION",127,2.64,6.89,13.76,Weight Loss
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, foreshank, fresh, imported, Australian",123,20.83,3.81,0.0,Muscle Gain
"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean only, flat half, brisket",203,33.13,6.79,0.0,Muscle Gain
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",170,29.34,4.96,0.0,Muscle Gain
"Pork, roasted, cooked, with added solution, separable lean and fat, tenderloin, loin, fresh",121,21.5,3.7,0.31,Muscle Gain
"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean only, flat half, brisket",189,33.18,5.21,0.0,Muscle Gain
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, arm pot roast, chuck",195,33.37,5.8,0.0,Muscle Gain
"Fast foods, oven roasted chicken on white bread with lettuce and tomato, submarine sandwich",157,10.84,3.15,21.35,Weight Loss
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, top blade, chuck",203,26.13,10.16,0.0,Muscle Gain
"Pork, pan-broil, heated, separable lean and fat, boneless, slice, ham -- water added, cured",125,18.62,5.05,1.72,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",116,23.59,2.45,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",124,23.59,3.26,0.0,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",116,23.59,2.45,0.0,Muscle Gain
"Ravioli, includes regular and light entrees, not prepared, frozen, cheese with tomato sauce",111,4.52,2.61,17.31,Weight Loss
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), eye, rib",161,20.13,8.3,0.0,Muscle Gain
"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, full cut, round",235,27.54,12.98,0.0,Muscle Gain
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, full cut, round",218,27.58,11.08,0.0,Muscle Gain
"Beverages, high vitamin C and added thiamin, greater than 3% fruit juice, fruit juice drink",54,0.13,0.0,13.16,Weight Loss
"Pork, roasted, heated, separable lean only, boneless, whole, ham with natural juices, cured",113,20.57,3.01,0.84,Muscle Gain
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",306,16.53,26.1,0.0,Muscle Gain
"Beverages, contains caffeine, with aspartame, cola or pepper-type, low calorie, carbonated",2,0.11,0.03,0.29,Weight Loss
"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham and water product, cured",186,19.46,11.48,1.15,Muscle Gain
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, loin, domestic",316,25.17,23.08,0.0,Muscle Gain
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, loin, domestic",309,22.55,23.59,0.0,Muscle Gain
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, top blade, chuck",200,25.67,9.99,0.0,Muscle Gain
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, top blade, chuck",227,25.77,12.93,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 0"" fat, boneless separable lean only, flat half, brisket",132,21.47,5.11,0.0,Muscle Gain
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham and water product, cured",122,20.9,3.63,1.35,Muscle Gain
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, top round, round",200,35.62,5.33,0.0,Muscle Gain
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, top round, round",216,35.62,7.09,0.0,Muscle Gain
"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, loin, domestic",297,26.06,20.61,0.0,Muscle Gain
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, loin, domestic",290,23.27,21.12,0.0,Muscle Gain
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",194,29.07,7.76,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",159,21.3,7.57,0.0,Muscle Gain
"Pork, pan-fried, cooked, separable lean and fat, bone-in, center loin (chops), loin, fresh",238,27.63,13.32,0.0,Muscle Gain
"Pork, broiled, cooked, boneless, separable lean only, boneless, blade (chops), loin, fresh",169,26.14,6.74,0.89,Muscle Gain
"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",206,29.01,9.1,0.0,Muscle Gain
"Chicken, original seasoning, rotisserie, cooked, meat and skin, breast, broilers or fryers",184,27.48,8.18,0.02,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, flat half, brisket",169,20.15,9.86,0.0,Muscle Gain
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, top loin, loin",250,26.72,15.11,0.0,Muscle Gain
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, steak, top loin, short loin",281,19.0,22.17,0.0,Muscle Gain
"Pork, braised, cooked, separable lean only, blade (steaks), (Boston butt), shoulder, fresh",233,26.57,13.2,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",187,20.68,10.93,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",198,20.71,12.15,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",173,21.68,8.91,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",169,19.68,10.02,0.05,Muscle Gain
"Pork, pan-fried, cooked, separable lean and fat, boneless, center rib (chops), loin, fresh",273,25.82,18.05,0.0,Muscle Gain
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",335,16.74,29.18,0.0,Muscle Gain
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, rib, frozen, imported, new zealand",311,15.87,27.0,0.0,Muscle Gain
"Soup, single brand, ready-to-serve, reduced sodium, reduced fat, chunky, chicken vegetable",40,2.7,0.5,6.3,Weight Loss
"Pork, roasted, heated, separable lean only, bone-in, shank, ham with natural juices, cured",145,24.95,4.97,0.34,Muscle Gain
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",161,22.13,7.39,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",145,22.61,5.41,0.0,Muscle Gain
"Pork, pan-broiled, cooked, separable lean only, boneless, center loin (chops), loin, fresh",162,30.02,4.65,0.0,Muscle Gain
"Infant formula, not reconstituted, liquid concentrate, low iron, SIMILAC, ABBOTT NUTRITION",127,2.64,6.89,13.76,Weight Loss
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, flank",192,27.66,8.23,0.0,Muscle Gain
"Cranberry juice cocktail, saccharin and corn sweetener, with calcium, low calorie, bottled",19,0.02,0.01,4.6,Weight Loss
"Pineapple juice, C and E, with added vitamins A, unsweetened, not from concentrate, canned",50,0.36,0.14,12.18,Weight Loss
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham -- water added, cured",166,20.8,8.73,1.54,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, flat half, brisket",158,20.57,8.45,0.0,Muscle Gain
"Creamy dressing, fat-free, reduced calorie, made with sour cream and/or buttermilk and oil",107,1.4,2.7,20.0,Weight Loss
"Beef, raw, select, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib eye",149,21.17,6.57,0.0,Muscle Gain
"Cowpeas, without salt, boiled, cooked, mature seeds, common (blackeyes, crowder, southern)",116,7.73,0.53,20.76,Weight Loss
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic",185,18.99,11.5,0.0,Muscle Gain
"Pork, roasted, cooked, separable lean and fat, bone-in, center loin (roasts), loin, fresh",231,27.01,12.8,0.0,Muscle Gain
"Beef, simmered, cooked, choice, trimmed to 1/4"" fat, separable lean only, shank crosscuts",201,33.68,6.36,0.0,Muscle Gain
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, steak, top sirloin",188,30.29,6.55,0.0,Muscle Gain
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, steak, top sirloin",177,30.8,5.03,0.0,Muscle Gain
"Chicken, original seasoning, rotisserie, cooked, meat only, drumstick, broilers or fryers",176,28.74,6.81,0.0,Muscle Gain
"Cereals, without salt, cooked with water, enriched, regular and quick, yellow, corn grits",65,1.23,0.39,13.86,Weight Loss
"Orange juice, E, D, with added calcium and vitamins A, includes from concentrate, chilled",49,0.68,0.12,11.54,Weight Loss
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",324,16.15,28.42,0.78,Muscle Gain
"Lamb, fast roasted, cooked, separable lean and fat, boneless, loin, imported, New Zealand",157,28.96,4.57,0.0,Muscle Gain
"Pork, roasted, cooked, separable lean and fat, boneless, center rib (roasts), loin, fresh",252,26.99,15.15,0.0,Muscle Gain
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, rib, domestic",359,21.12,29.82,0.0,Muscle Gain
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, rib, domestic",361,22.13,29.59,0.0,Muscle Gain
"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, rib, domestic",340,23.06,26.82,0.0,Muscle Gain
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, rib, domestic",341,21.82,27.53,0.0,Muscle Gain
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic",201,18.58,13.49,0.0,Muscle Gain
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",259,16.63,20.86,0.0,Muscle Gain
"Pork, roasted, heated, separable lean only, bone-in, rump, ham with natural juices, cured",137,24.14,4.25,0.48,Muscle Gain
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",123,13.88,5.46,4.61,Weight Loss
"Infant formula, with ARA and DHA, ready to feed, LIPIL, PROSOBEE, NEXT STEP, MEAD JOHNSON",67,2.14,2.91,8.09,Weight Loss
"Fast Foods, vegetables and mayonnaise, large patty; with condiments, cheeseburger; double",253,15.5,15.63,12.62,Muscle Gain
"Chicken, original seasoning, rotisserie, cooked, meat and skin, thigh, broilers or fryers",233,22.93,15.7,0.02,Muscle Gain
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, whole, brisket",218,29.75,10.08,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",180,19.7,10.6,1.51,Muscle Gain
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",151,20.48,7.01,0.0,Muscle Gain
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, flat half, brisket",198,33.9,5.92,0.0,Muscle Gain
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, flat half, brisket",212,32.62,8.07,0.0,Muscle Gain
"Pork, roasted, heated, separable lean and fat, boneless, whole, ham -- water added, cured",126,17.77,5.48,1.54,Muscle Gain
"Beverages, without caffeine, with aspartame, cola or pepper-type, low calorie, carbonated",1,0.12,0.0,0.12,Weight Loss
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian",203,19.32,13.38,0.0,Muscle Gain
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",227,17.87,17.28,0.0,Muscle Gain
"Squash, without salt, drained, boiled, cooked, frozen, crookneck and straightneck, summer",25,1.28,0.2,5.54,Weight Loss
"Pork, pan-fried, cooked, separable lean and fat, bone-in, center rib (chops), loin, fresh",256,26.81,15.71,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",295,16.52,24.85,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",333,16.03,29.34,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",240,17.22,19.03,0.0,Muscle Gain
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",244,17.01,18.97,0.0,Muscle Gain
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, sirloin half, leg, domestic",134,20.55,5.08,0.0,Muscle Gain
"Lamb, raw, separable lean only, boneless, rolled, netted shoulder, imported, New Zealand",143,20.2,6.88,0.0,Muscle Gain
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",244,19.23,17.98,0.0,Muscle Gain
"Fast foods, patty and bun; with condiments and vegetables, regular, cheeseburger; double",285,13.04,15.47,23.3,Maintain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",134,22.53,4.2,0.0,Muscle Gain
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",133,23.07,3.88,0.0,Muscle Gain
"Pork, braised, cooked, separable lean and fat, bone-in, center loin (chops), loin, fresh",242,28.21,13.51,0.0,Muscle Gain
"Pork, broiled, cooked, separable lean and fat, bone-in, center loin (chops), loin, fresh",209,25.61,11.06,0.0,Muscle Gain
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",154,21.17,7.06,0.0,Muscle Gain
"Cereals, without salt, cooked with water, enriched, regular and quick, white, corn grits",71,1.71,0.46,14.76,Weight Loss
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",135,22.91,4.09,0.0,Muscle Gain
"Chicken, original seasoning, rotisserie, cooked, meat and skin, back, broilers or fryers",260,23.23,18.59,0.03,Muscle Gain
"Pork, roasted, cooked, with added solution, separable lean only, tenderloin, loin, fresh",116,21.61,3.15,0.31,Muscle Gain
"Infant formula, liquid concentrate, ADVANCE with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",128,3.13,6.98,13.21,Weight Loss
